id,title,genres,averageRating,numVotes,releaseYear
tt9124428,Champion,"Biography, Drama, Romance",8.2,13737,2018
tt0056512,"The Easy Life","Comedy, Drama",8.2,13560,1962
tt0111341,Satantango,Drama,8.2,13274,1994
tt19811010,"The Remarkable Life of Ibelin","Animation, Biography, Documentary",8.2,12337,2024
tt0052600,"Ballad of a Soldier","Drama, Romance, War",8.2,11801,1959
tt0058604,"I Am Cuba",Drama,8.2,11477,1964
tt0075404,"The Ascent","Drama, War",8.2,11113,1977
tt0076727,"Office Romance","Comedy, Drama, Romance",8.2,11039,1977
tt11396310,"Viduthalai: Part 1","Action, Crime, Drama",8.2,11017,2023
tt34956443,"Ne Zha 2","Action, Adventure, Animation",8.2,10816,2025
tt3153634,Hope,Drama,8.2,10776,2013
tt0843326,Bommarillu,"Comedy, Drama, Romance",8.2,10491,2006
tt0059527,"The Shop on Main Street","Drama, War",8.2,10142,1965
tt0325980,"Pirates of the Caribbean: The Curse of the Black Pearl","Action, Adventure, Fantasy",8.1,1265093,2003
tt0434409,"V for Vendetta","Action, Drama, Sci-Fi",8.1,1214226,2005
tt1392190,"Mad Max: Fury Road","Action, Adventure, Sci-Fi",8.1,1164389,2015
tt0264464,"Catch Me If You Can","Biography, Crime, Drama",8.1,1163670,2002
tt2267998,"Gone Girl","Drama, Mystery, Thriller",8.1,1120059,2014
tt0198781,"Monsters, Inc.","Adventure, Animation, Comedy",8.1,1026994,2001
tt1201607,"Harry Potter and the Deathly Hallows: Part 2","Adventure, Family, Fantasy",8.1,996502,2011
tt0088247,"The Terminator","Action, Adventure, Sci-Fi",8.1,964042,1984
tt2278388,"The Grand Budapest Hotel","Comedy, Drama",8.1,925743,2014
tt0118715,"The Big Lebowski","Comedy, Crime",8.1,889936,1998
tt3315342,Logan,"Action, Drama, Sci-Fi",8.1,889042,2017
tt0382932,Ratatouille,"Adventure, Animation, Comedy",8.1,884142,2007
tt2096673,"Inside Out","Adventure, Animation, Comedy",8.1,866355,2015
tt0083658,"Blade Runner","Action, Drama, Sci-Fi",8.1,853608,1982
tt0892769,"How to Train Your Dragon","Action, Adventure, Animation",8.1,843105,2010
tt1205489,"Gran Torino",Drama,8.1,838670,2008
tt2024544,"12 Years a Slave","Biography, Drama, History",8.1,764251,2013
tt0116282,Fargo,"Crime, Drama, Thriller",8.1,755728,1996
tt0117951,Trainspotting,Drama,8.1,748921,1996
tt0405159,"Million Dollar Baby","Drama, Sport",8.1,745847,2004
tt0073195,Jaws,"Adventure, Drama, Horror",8.1,693739,1975
tt0075148,Rocky,"Drama, Sport",8.1,659299,1976
tt2119532,"Hacksaw Ridge","Biography, Drama, History",8.1,636492,2016
tt0120735,"Lock, Stock and Two Smoking Barrels","Comedy, Crime",8.1,634743,1998
tt0097165,"Dead Poets Society","Comedy, Drama",8.1,590361,1989
tt5027774,"Three Billboards Outside Ebbing, Missouri","Comedy, Crime, Drama",8.1,582450,2017
tt1979320,Rush,"Biography, Drama, Sport",8.1,534052,2013
tt1950186,"Ford v Ferrari","Action, Biography, Drama",8.1,521915,2019
tt1895587,Spotlight,"Biography, Crime, Drama",8.1,518441,2015
tt1291584,Warrior,"Action, Drama, Sport",8.1,514028,2011
tt1454029,"The Help",Drama,8.1,512537,2011
tt0070047,"The Exorcist",Horror,8.1,477333,1973
tt3170832,Room,"Drama, Thriller",8.1,467612,2015
tt0092005,"Stand by Me","Adventure, Comedy, Drama",8.1,464035,1986
tt0091763,Platoon,"Drama, War",8.1,455874,1986
tt0032138,"The Wizard of Oz","Adventure, Family, Fantasy",8.1,450245,1939
tt0096283,"My Neighbor Totoro","Animation, Comedy, Family",8.1,407011,1988
tt0081398,"Raging Bull","Biography, Drama, Sport",8.1,395382,1980
tt0395169,"Hotel Rwanda","Biography, Drama, History",8.1,383628,2004
tt0077416,"The Deer Hunter","Drama, War",8.1,375348,1978
tt0071315,Chinatown,"Drama, Mystery, Thriller",8.1,364711,1974
tt0112471,"Before Sunrise","Comedy, Drama, Romance",8.1,358658,1995
tt1028532,"Hachi: A Dog's Tale","Biography, Drama, Family",8.1,327979,2009
tt0381681,"Before Sunset","Drama, Romance",8.1,301899,2004
tt0059742,"The Sound of Music","Biography, Drama, Family",8.1,276130,1965
tt0052618,Ben-Hur,"Adventure, Drama",8.1,263243,1959
tt0129167,"The Iron Giant","Action, Adventure, Animation",8.1,244452,1999
tt0050212,"The Bridge on the River Kwai","Adventure, Drama, War",8.1,241656,1957
tt0353969,"Memories of Murder","Crime, Drama, Mystery",8.1,240722,2003
tt3011894,"Wild Tales","Comedy, Drama, Thriller",8.1,228281,2014
tt0113247,"La haine","Crime, Drama",8.1,211448,1995
tt2338151,PK,"Comedy, Drama, Sci-Fi",8.1,210496,2014
tt0050976,"The Seventh Seal","Drama, Fantasy",8.1,208308,1957
tt0978762,"Mary and Max","Animation, Comedy, Drama",8.1,195861,2009
tt0107207,"In the Name of the Father","Biography, Crime, Drama",8.1,195748,1993
tt0072684,"Barry Lyndon","Adventure, Drama, War",8.1,193081,1975
tt0041959,"The Third Man","Drama, Film-Noir, Mystery",8.1,189618,1949
tt4016934,"The Handmaiden","Drama, Romance, Thriller",8.1,188006,2016
tt0074958,Network,Drama,8.1,179075,1976
tt0118694,"In the Mood for Love","Drama, Romance",8.1,176932,2000
tt0047296,"On the Waterfront","Crime, Drama, Thriller",8.1,172213,1954
tt0032976,Rebecca,"Drama, Mystery, Romance",8.1,158896,1940
tt0087884,"Paris, Texas",Drama,8.1,131230,1984
tt0031679,"Mr. Smith Goes to Washington","Comedy, Drama",8.1,125896,1939
tt0405508,"Rang De Basanti","Comedy, Crime, Drama",8.1,124339,2006
tt0169102,"Lagaan: Once Upon a Time in India","Drama, Musical, Sport",8.1,123828,2001
tt0015864,"The Gold Rush","Adventure, Comedy, Drama",8.1,123735,1925
tt0050986,"Wild Strawberries","Drama, Romance",8.1,120359,1957
tt5323662,"A Silent Voice: The Movie","Animation, Drama",8.1,120144,2016
tt8613070,"Portrait of a Lady on Fire","Drama, Romance",8.1,118905,2019
tt0025316,"It Happened One Night","Comedy, Romance",8.1,116734,1934
tt0111495,"Three Colors: Red","Drama, Mystery, Romance",8.1,113761,1994
tt0032551,"The Grapes of Wrath",Drama,8.1,104627,1940
tt3863552,"Bajrangi Bhaijaan","Action, Adventure, Comedy",8.1,104483,2015
tt0017925,"The General","Action, Adventure, Comedy",8.1,102638,1926
tt0374887,"Munna Bhai M.B.B.S.","Comedy, Drama",8.1,91943,2003
tt2082197,Barfi!,"Comedy, Drama, Romance",8.1,89982,2012
tt0871510,"Chak De! India","Drama, Family, Sport",8.1,87088,2007
tt0056217,"The Man Who Shot Liberty Valance","Drama, Western",8.1,85665,1962
tt1280558,"A Wednesday","Action, Crime, Drama",8.1,84093,2008
tt10554232,"Dara of Jasenovac","Drama, War",8.1,82132,2020
tt7775622,"Free Solo","Adventure, Documentary, Sport",8.1,81666,2018
tt31193180,Sinners,"Action, Drama, Horror",8.1,79255,2025
tt2545118,Blackfish,"Documentary, Drama, Horror",8.1,74842,2013
tt0036868,"The Best Years of Our Lives","Drama, Romance, War",8.1,74421,1946
tt0116231,"The Bandit","Crime, Drama",8.1,73883,1996
tt0046438,"Tokyo Story",Drama,8.1,73828,1953
tt0046911,Diabolique,"Crime, Drama, Horror",8.1,71455,1955
tt0058946,"The Battle of Algiers","Drama, War",8.1,70958,1966
tt0169858,"Neon Genesis Evangelion: The End of Evangelion","Action, Animation, Drama",8.1,70448,1997
tt0046268,"The Wages of Fear","Adventure, Drama, Thriller",8.1,70364,1953
tt0020629,"All Quiet on the Western Front","Drama, War",8.1,69948,1930
tt3322420,Queen,"Adventure, Comedy, Drama",8.1,69741,2013
tt0083922,"Fanny and Alexander",Drama,8.1,69435,1982
tt2283748,"OMG: Oh My God!","Comedy, Drama, Fantasy",8.1,68073,2012
tt12888462,"My Octopus Teacher","Documentary, Drama",8.1,67710,2020
tt1821480,Kahaani,"Mystery, Thriller",8.1,67694,2012
tt0019254,"The Passion of Joan of Arc","Biography, Drama, History",8.1,64874,1928
tt0073707,Sholay,"Action, Adventure, Comedy",8.1,60584,1975
tt0018455,Sunrise,"Drama, Romance",8.1,55390,1927
tt0070510,"Paper Moon","Comedy, Crime, Drama",8.1,54936,1973
tt0050783,"Nights of Cabiria",Drama,8.1,54904,1957
tt0074896,"The Message","Biography, Drama, History",8.1,52547,1976
tt2140203,"Wolf Children","Animation, Drama, Family",8.1,52087,2012
tt2991224,Tangerines,"Drama, War",8.1,50492,2013
tt1639426,Udaan,Drama,8.1,48522,2010
tt0035446,"To Be or Not to Be","Comedy, Romance, War",8.1,46928,1942
tt20256528,"What Is a Woman?",Documentary,8.1,46670,2022
tt4573394,"Endless Corridor","Documentary, History",8.1,42248,2014
tt0040725,"The Red Shoes","Drama, Music, Romance",8.1,41484,1948
tt0043338,"Ace in the Hole","Drama, Film-Noir",8.1,40815,1951
tt0028950,"The Grand Illusion","Drama, War",8.1,40107,1937
tt0077711,"Autumn Sonata","Drama, Music",8.1,39887,1978
tt2187153,Thuppakki,"Action, Crime, Thriller",8.1,39830,2012
tt4934950,Guilty,"Crime, Drama, Mystery",8.1,39653,2015
tt10324144,"Article 15","Crime, Drama, Mystery",8.1,38417,2019
tt0048021,Rififi,"Crime, Drama, Thriller",8.1,38034,1955
tt0018773,"The Circus","Comedy, Family, Romance",8.1,37356,1928
tt0042041,"White Heat","Action, Crime, Drama",8.1,37180,1949
tt0375611,Black,Drama,8.1,36903,2005
tt0101640,"Raise the Red Lantern","Drama, Romance",8.1,36611,1991
tt8108268,"The Tashkent Files","Drama, Mystery, Thriller",8.1,36422,2019
tt0066763,Anand,"Drama, Musical",8.1,36401,1971
tt0106332,"Farewell My Concubine","Drama, Music, Romance",8.1,35118,1993
tt14152756,Seaspiracy,"Adventure, Documentary",8.1,34989,2021
tt0053946,"Inherit the Wind","Biography, Drama, History",8.1,34220,1960
tt0097223,"Time of the Gypsies","Comedy, Crime, Drama",8.1,33618,1988
tt9851854,Major,"Action, Biography, Drama",8.1,33441,2022
tt4635372,Masaan,Drama,8.1,33081,2015
tt0065234,Z,"Crime, Drama, Thriller",8.1,32693,1969
tt3801314,Kaththi,"Action, Drama",8.1,31803,2014
tt0244316,"Yi Yi","Drama, Romance",8.1,30425,2000
tt7236034,"I Want to Eat Your Pancreas","Animation, Drama, Family",8.1,29902,2018
tt0263438,"Everything's Gonna Be Great","Comedy, Drama",8.1,28953,1998
tt0091288,"Jean de Florette",Drama,8.1,28408,1986
tt8760684,"Apollo 11","Documentary, History",8.1,27972,2019
tt0200087,Sarfarosh,"Action, Crime, Drama",8.1,27947,1999
tt0064040,"Army of Shadows","Drama, War",8.1,27673,1969
tt0044008,"A Christmas Carol","Drama, Family, Fantasy",8.1,27517,1951
tt0095467,"A Short Film About Love","Drama, Romance",8.1,27211,1988
tt0046478,Ugetsu,"Drama, Fantasy, War",8.1,27121,1953
tt3302820,"Cowspiracy: The Sustainability Secret",Documentary,8.1,27051,2014
tt0428870,"A Moment to Remember","Drama, Romance",8.1,26431,2004
tt0351817,"The Twilight Samurai","Drama, Romance",8.1,26350,2002
tt2659414,"Miracle in Cell No. 7","Comedy, Drama",8.1,25152,2013
tt0104561,"Jo Jeeta Wohi Sikandar","Comedy, Drama, Romance",8.1,24938,1992
tt0102015,"Hearts of Darkness: A Filmmaker's Apocalypse",Documentary,8.1,24430,1991
tt0014429,"Safety Last!","Action, Comedy, Thriller",8.1,23947,1923
tt0425333,Pardon,"Comedy, Drama",8.1,23789,2005
tt7286916,"The Dawn Wall","Biography, Documentary, Sport",8.1,21774,2017
tt0056241,"The Miracle Worker","Biography, Drama",8.1,21415,1962
tt0128332,Innocence,Drama,8.1,21313,1997
tt0077838,"The Last Waltz","Biography, Documentary, Music",8.1,21201,1978
tt0093342,"Where Is the Friend's House?","Drama, Family",8.1,20819,1987
tt8144834,"Section 375","Crime, Drama, Mystery",8.1,19232,2019
tt0066580,Woodstock,"Documentary, History, Music",8.1,19001,1970
tt1781069,"Zeitgeist: Moving Forward",Documentary,8.1,18882,2011
tt0191043,"The Color of Paradise","Drama, Family",8.1,18809,1999
tt27118357,Amaran,"Action, Biography, Drama",8.1,18729,2024
tt0041452,"The Heiress","Drama, Romance",8.1,18194,1949
tt0453729,Iqbal,"Drama, Sport",8.1,18066,2005
tt11375428,Hridayam,"Drama, Musical, Romance",8.1,17815,2022
tt0319736,"The Legend of Bhagat Singh","Biography, Drama, History",8.1,17758,2002
tt0016847,Faust,"Drama, Fantasy, Horror",8.1,17482,1926
tt0076085,"A Special Day",Drama,8.1,17239,1977
tt19853258,"Still: A Michael J. Fox Movie","Biography, Documentary",8.1,16925,2023
tt4432480,RangiTaranga,"Mystery, Thriller",8.1,15602,2015
tt0116630,Indian,"Action, Drama, Musical",8.1,15481,1996
tt0105271,Roja,"Drama, Romance, Thriller",8.1,14237,1992
tt0112553,Bombay,"Drama, Romance",8.1,14111,1995
tt5082014,Charlie,"Adventure, Drama, Romance",8.1,14014,2015
tt10706602,Collective,"Crime, Documentary",8.1,13912,2019
tt1634013,"Montevideo: Taste of a Dream","Adventure, Comedy, Drama",8.1,13412,2010
tt1113829,"George Harrison: Living in the Material World","Biography, Documentary, Music",8.1,12983,2011
tt0330243,"Day of the Wacko","Comedy, Drama, Romance",8.1,12550,2002
tt3455224,Virunga,"Documentary, War",8.1,12521,2014
tt0036506,"Day of Wrath","Drama, History",8.1,11554,1943
tt13299890,"The Great Indian Kitchen","Comedy, Drama, Family",8.1,10700,2021
tt0029192,"Make Way for Tomorrow","Drama, Romance",8.1,10117,1937
tt0848228,"The Avengers","Action, Sci-Fi",8,1506910,2012
tt2015381,"Guardians of the Galaxy","Action, Adventure, Comedy",8,1316372,2014
tt1431045,Deadpool,"Action, Comedy, Sci-Fi",8,1205398,2016
tt3659388,"The Martian","Adventure, Drama, Sci-Fi",8,967465,2015
tt1160419,"Dune: Part One","Action, Adventure, Drama",8,955306,2021
tt1663202,"The Revenant","Adventure, Drama, Western",8,910829,2015
tt1010048,"Slumdog Millionaire","Crime, Drama, Romance",8,894851,2008
tt0246578,"Donnie Darko","Drama, Mystery, Sci-Fi",8,881544,2001
tt0947798,"Black Swan","Drama, Thriller",8,858257,2010
tt0317705,"The Incredibles","Action, Adventure, Animation",8,854503,2004
tt2084970,"The Imitation Game","Biography, Drama, Thriller",8,852677,2014
tt0378194,"Kill Bill: Vol. 2","Action, Crime, Thriller",8,837279,2004
tt0401792,"Sin City","Crime, Thriller",8,807263,2005
tt1504320,"The King's Speech","Biography, Drama, History",8,721278,2010
tt3783958,"La La Land","Comedy, Drama, Music",8,718250,2016
tt0381061,"Casino Royale","Action, Adventure, Thriller",8,717388,2006
tt0107048,"Groundhog Day","Comedy, Drama, Fantasy",8,716007,1993
tt1856101,"Blade Runner 2049","Action, Drama, Mystery",8,712801,2017
tt1798709,Her,"Drama, Romance, Sci-Fi",8,701114,2013
tt0758758,"Into the Wild","Adventure, Biography, Drama",8,678898,2007
tt0440963,"The Bourne Ultimatum","Action, Mystery, Thriller",8,671113,2007
tt0114746,"12 Monkeys","Mystery, Sci-Fi, Thriller",8,663791,1995
tt0450259,"Blood Diamond","Adventure, Drama, Thriller",8,606592,2006
tt0454921,"The Pursuit of Happyness","Biography, Drama",8,590994,2006
tt2948356,Zootopia,"Action, Adventure, Animation",8,578885,2016
tt0095953,"Rain Man",Drama,8,564944,1988
tt0101414,"Beauty and the Beast","Animation, Family, Fantasy",8,492896,1991
tt0103639,Aladdin,"Adventure, Animation, Comedy",8,486240,1992
tt0319061,"Big Fish","Adventure, Drama, Fantasy",8,469016,2003
tt0093779,"The Princess Bride","Adventure, Comedy, Family",8,466008,1987
tt0079470,"Monty Python's Life of Brian",Comedy,8,428809,1979
tt2948372,Soul,"Adventure, Animation, Comedy",8,407639,2020
tt0105323,"Scent of a Woman",Drama,8,350499,1992
tt0175880,Magnolia,Drama,8,337794,1999
tt0099348,"Dances with Wolves","Adventure, Drama, Western",8,300788,1990
tt0061722,"The Graduate","Comedy, Drama, Romance",8,296486,1967
tt0072890,"Dog Day Afternoon","Biography, Crime, Drama",8,281750,1975
tt0245712,"Amores Perros","Drama, Thriller",8,267557,2000
tt3741834,Lion,"Biography, Drama",8,259362,2016
tt0063522,"Rosemary's Baby","Drama, Horror",8,248099,1968
tt0083987,Gandhi,"Biography, Drama, History",8,243902,1982
tt1220719,"Ip Man","Action, Biography, Drama",8,238443,2008
tt0064115,"Butch Cassidy and the Sundance Kid","Biography, Crime, Drama",8,232100,1969
tt0094625,Akira,"Animation, Drama, Fantasy",8,215635,1988
tt0063442,"Planet of the Apes","Adventure, Sci-Fi",8,204728,1968
tt0352248,"Cinderella Man","Biography, Drama, Romance",8,204170,2005
tt4857264,"The Invisible Guest","Crime, Drama, Mystery",8,202452,2016
tt0061512,"Cool Hand Luke","Crime, Drama",8,194238,1967
tt0092067,"Castle in the Sky","Adventure, Animation, Family",8,190805,1986
tt0087544,"Nausicaä of the Valley of the Wind","Adventure, Animation, Sci-Fi",8,190563,1984
tt10366460,CODA,"Comedy, Drama, Music",8,178123,2021
tt0102138,JFK,"Drama, History, Thriller",8,176282,1991
tt0072431,"Young Frankenstein",Comedy,8,175336,1974
tt0276919,Dogville,"Crime, Drama",8,163972,2003
tt0046250,"Roman Holiday","Comedy, Drama, Romance",8,152974,1953
tt0079944,Stalker,"Drama, Sci-Fi",8,151179,1979
tt0310793,"Bowling for Columbine","Crime, Documentary, Drama",8,150743,2002
tt2631186,"Baahubali: The Beginning","Action, Drama",8,144660,2015
tt0070511,Papillon,"Biography, Crime, Drama",8,142233,1973
tt0060827,Persona,"Drama, Thriller",8,136095,1966
tt0338564,"Infernal Affairs","Crime, Drama, Mystery",8,134781,2002
tt0053198,"The 400 Blows","Crime, Drama",8,131396,1959
tt0056801,8½,Drama,8,129188,1963
tt0097216,"Do the Right Thing","Comedy, Drama",8,118441,1989
tt0861739,"Elite Squad","Action, Crime, Drama",8,114927,2007
tt0401383,"The Diving Bell and the Butterfly","Biography, Drama",8,111726,2007
tt0156887,"Perfect Blue","Animation, Crime, Drama",8,107657,1997
tt0166896,"The Straight Story","Biography, Drama",8,104005,1999
tt0808417,Persepolis,"Animation, Biography, Drama",8,102853,2007
tt0048424,"The Night of the Hunter","Crime, Drama, Film-Noir",8,102566,1955
tt0117666,"Sling Blade",Drama,8,101827,1996
tt0154420,"The Celebration",Drama,8,97572,1998
tt11555492,Farha,Drama,8,90372,2021
tt1555149,"Elite Squad 2: The Enemy Within","Crime, Drama, Thriller",8,89502,2010
tt0374546,"Spring, Summer, Fall, Winter... and Spring","Drama, Romance",8,88926,2003
tt0084503,"Pink Floyd: The Wall","Drama, Fantasy, Music",8,87785,1982
tt0369702,"The Sea Inside","Biography, Drama",8,86950,2004
tt0053779,"La Dolce Vita","Comedy, Drama",8,82500,1960
tt0061184,"Who's Afraid of Virginia Woolf?",Drama,8,82333,1966
tt0112870,"Dilwale Dulhania Le Jayenge","Drama, Romance",8,80037,1995
tt0292490,"Dil Chahta Hai","Comedy, Drama, Romance",8,77837,2001
tt0386032,Sicko,"Documentary, Drama",8,77698,2007
tt0052561,"Anatomy of a Murder","Drama, Mystery",8,75130,1959
tt0010323,"The Cabinet of Dr. Caligari","Horror, Mystery, Thriller",8,73429,1920
tt4169250,"M.S. Dhoni: The Untold Story","Biography, Drama, Sport",8,71772,2016
tt0120731,"The Legend of 1900","Drama, Music, Romance",8,71425,1998
tt0053221,"Rio Bravo",Western,8,70942,1959
tt0384116,G.O.R.A.,"Adventure, Comedy, Sci-Fi",8,69296,2004
tt0047528,"La Strada",Drama,8,68284,1954
tt1865505,"Song of the Sea","Adventure, Animation, Drama",8,65741,2014
tt0056687,"What Ever Happened to Baby Jane?","Drama, Horror, Thriller",8,64876,1962
tt3612616,Mommy,Drama,8,63939,2014
tt0114787,Underground,"Comedy, Drama, Fantasy",8,62775,1995
tt0062229,"Le Samouraï","Crime, Drama, Thriller",8,62373,1967
tt1185616,"Waltz with Bashir","Animation, Biography, Documentary",8,61726,2008
tt2377938,"Special 26","Crime, Drama, History",8,60804,2013
tt3390572,Haider,"Action, Crime, Drama",8,59406,2014
tt4044364,Citizenfour,"Biography, Documentary",8,59069,2014
tt0060107,"Andrei Rublev","Biography, Drama, History",8,58907,1966
tt2576852,"The Tale of The Princess Kaguya","Animation, Drama, Family",8,58197,2013
tt0050613,"Throne of Blood",Drama,8,58070,1957
tt0118843,"Black Cat, White Cat","Comedy, Crime, Romance",8,57665,1998
tt2758880,"Winter Sleep",Drama,8,57481,2014
tt0109117,"Andaz Apna Apna","Action, Comedy, Romance",8,56675,1994
tt1069238,Departures,Drama,8,56324,2008
tt0067328,"The Last Picture Show","Drama, Romance",8,54959,1971
tt0456144,"Lage Raho Munna Bhai","Comedy, Drama, Romance",8,51895,2006
tt0067093,"Fiddler on the Roof","Drama, Family, Musical",8,49981,1971
tt5571734,Pink,"Crime, Drama, Thriller",8,49953,2016
tt0117589,"Secrets & Lies","Comedy, Drama",8,49587,1996
tt0140888,"Central Station",Drama,8,47837,1998
tt0037558,"Brief Encounter","Drama, Romance",8,46522,1945
tt0051808,"The Hidden Fortress","Adventure, Drama",8,43992,1958
tt0056443,Sanjuro,"Action, Drama, Thriller",8,42729,1962
tt0039689,"Out of the Past","Crime, Drama, Film-Noir",8,42611,1947
tt5198068,Wolfwalkers,"Action, Adventure, Animation",8,41880,2020
tt0386064,"Tae Guk Gi: The Brotherhood of War","Action, Drama, War",8,41796,2004
tt4257858,"Going Clear: Scientology & the Prison of Belief",Documentary,8,41794,2015
tt0056111,"Ivan's Childhood","Drama, War",8,41683,1962
tt0033045,"The Shop Around the Corner","Comedy, Drama, Romance",8,41562,1940
tt0041546,"Kind Hearts and Coronets","Comedy, Crime",8,40759,1949
tt0083946,Fitzcarraldo,"Adventure, Drama, Music",8,40737,1982
tt8633462,"Quo Vadis, Aida?","Drama, History, War",8,40467,2020
tt0270053,Vizontele,"Comedy, Drama, History",8,40130,2001
tt0923752,"The King of Kong: A Fistful of Quarters","Biography, Documentary, Sport",8,38150,2007
tt0051036,"Sweet Smell of Success","Drama, Film-Noir",8,37957,1957
tt0092593,"Au Revoir les Enfants","Drama, War",8,37431,1987
tt0056732,"The Exterminating Angel","Drama, Fantasy",8,36924,1962
tt1171701,"The Breath","Action, Drama, Thriller",8,36219,2009
tt0408664,"Nobody Knows",Drama,8,33468,2004
tt0053976,"The Virgin Spring",Drama,8,32778,1960
tt27540542,"Lucky Baskhar","Crime, Drama, Thriller",8,32168,2024
tt0038890,"Rome, Open City","Drama, Thriller, War",8,32056,1945
tt0072417,"A Woman Under the Influence","Drama, Romance",8,31264,1974
tt3461252,"The Blue Elephant","Crime, Drama, Horror",8,30521,2014
tt24485052,"Sirf Ek Bandaa Kaafi Hai","Crime, Drama, Thriller",8,30381,2023
tt6628102,"The Wild Pear Tree",Drama,8,29501,2018
tt1935156,"Jodorowsky's Dune",Documentary,8,28751,2013
tt0057358,"Winter Light",Drama,8,28239,1963
tt0055601,Viridiana,Drama,8,27143,1961
tt0038733,"A Matter of Life and Death","Drama, Fantasy, Romance",8,26657,1946
tt0058083,"Fail Safe","Drama, Thriller",8,25997,1964
tt0036244,"The Ox-Bow Incident","Drama, Western",8,25886,1942
tt0317910,"The Fog of War","Biography, Documentary, History",8,25647,2003
tt0070460,"Day for Night","Comedy, Drama, Romance",8,25584,1973
tt0071141,"Ali: Fear Eats the Soul","Drama, Romance",8,25013,1974
tt0091480,"Manon of the Spring",Drama,8,24821,1986
tt2070649,Silenced,"Crime, Drama, Thriller",8,24718,2011
tt11581174,Karnan,"Action, Drama",8,24408,2021
tt28814949,"Taylor Swift: The Eras Tour","Documentary, Music, Musical",8,24192,2023
tt0095468,"A Short Film About Killing","Crime, Drama",8,23440,1988
tt0044837,Limelight,"Drama, Music, Romance",8,23126,1952
tt0488414,Omkara,"Action, Crime, Drama",8,23012,2006
tt0109508,Crumb,"Biography, Comedy, Documentary",8,22311,1994
tt0379225,"The Corporation","Documentary, History",8,22053,2003
tt0424227,"Turtles Can Fly","Drama, War",8,21563,2004
tt3449292,"Manjhi: The Mountain Man","Biography, Drama",8,20563,2015
tt1499666,"Castaway on the Moon","Comedy, Drama, Romance",8,20377,2009
tt8991268,Honeyland,"Documentary, Drama",8,19971,2019
tt3268458,"The Internet's Own Boy: The Story of Aaron Swartz","Biography, Crime, Documentary",8,18329,2014
tt3560686,"The Fool","Crime, Drama, Thriller",8,17451,2014
tt0036112,"The Life and Death of Colonel Blimp","Drama, Romance, War",8,17412,1943
tt0249241,"Werckmeister Harmonies","Drama, Mystery",8,16925,2000
tt22488728,"Love Today","Comedy, Drama, Romance",8,16893,2022
tt1128075,"Love Exposure","Action, Comedy, Drama",8,16870,2008
tt0296574,Company,"Action, Crime, Drama",8,16732,2002
tt1261047,Gulaal,"Crime, Drama, Thriller",8,16540,2009
tt0816258,Pokiri,"Action, Crime, Thriller",8,16322,2006
tt2458948,"Evangelion: 3.0+1.01 Thrice Upon a Time","Action, Animation, Drama",8,16156,2021
tt0015064,"The Last Laugh",Drama,8,15912,1924
tt0063611,Shame,Drama,8,15680,1968
tt31392609,"How to Make Millions Before Grandma Dies","Comedy, Drama, Family",8,15500,2024
tt0220832,"Vaastav: The Reality","Action, Crime, Drama",8,15376,1999
tt0079579,"Moscow Does Not Believe in Tears","Comedy, Drama, Romance",8,15030,1980
tt0012364,"The Phantom Carriage","Drama, Fantasy, Horror",8,15007,1921
tt0054460,"The Bad Sleep Well","Crime, Drama, Thriller",8,14828,1960
tt11422728,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","Documentary, History, Music",8,14643,2021
tt10919240,Malik,"Action, Biography, Crime",8,14626,2021
tt0222012,"Hey Ram","Crime, Drama, History",8,14581,2000
tt0065889,"Investigation of a Citizen Above Suspicion","Crime, Drama",8,14301,1970
tt0018742,"The Cameraman","Comedy, Drama, Family",8,13872,1928
tt0043686,"Forbidden Games","Drama, War",8,13716,1952
tt0379370,Maqbool,"Crime, Drama, Thriller",8,12718,2003
tt0478209,"Metal: A Headbanger's Journey","Documentary, Music",8,12694,2005
tt32284154,Rekhachithram,"Drama, Mystery, Thriller",8,12605,2025
tt0278736,"Stanley Kubrick: A Life in Pictures","Biography, Documentary",8,12370,2001
tt0072860,Deewaar,"Action, Crime, Drama",8,12360,1975
tt3686998,"The Red Pill",Documentary,8,12311,2016
tt0165546,"The Wounds","Comedy, Crime, Drama",8,12161,1998
tt0063633,"The Cremator","Comedy, Crime, Drama",8,11879,1969
tt15980138,"Kishkindha Kaandam","Drama, Mystery, Thriller",8,11835,2024
tt2150209,"My Grandfather's People","Comedy, Drama, Family",8,11653,2011
tt11322920,"Ayyappanum Koshiyum","Action, Drama, Thriller",8,11645,2020
tt0263208,"Abbas in Flower","Comedy, Drama, Romance",8,11558,1982
tt10515086,"The Blue Elephant 2","Crime, Drama, Horror",8,11548,2019
tt27542289,"Por Thozhil","Action, Crime, Thriller",8,11537,2023
tt0056444,"An Autumn Afternoon",Drama,8,11365,1962
tt15242330,"The First Slam Dunk","Animation, Comedy, Drama",8,11306,2022
tt2028530,"Paradise Lost 3: Purgatory","Crime, Documentary",8,11236,2011
tt0015881,Greed,"Drama, Thriller, Western",8,11224,1924
tt0366840,Okkadu,"Action, Drama, Romance",8,11200,2003
tt24226474,"Jigarthanda Double X","Action, Comedy, Drama",8,11069,2023
tt7476236,"Minding the Gap","Documentary, Sport",8,10809,2018
tt0436971,"Why We Fight","Documentary, History, War",8,10374,2005
tt0055353,"A Raisin in the Sun",Drama,8,10190,1961
